telemetry_id,asset_id,date,day_index,health_index,wear_metric,daily_gmt,temp_c,rainfall_mm,days_since_inspection,days_since_maintenance,deferred_count,speed_restriction_active
TEL-531900,AST-TRK-1058,2026-09-20,184,93.3,1.17,60.8,28.8,0.0,8,34,0,0
TEL-531901,AST-TRK-1059,2026-09-20,184,94.6,0.81,30.8,28.8,0.0,18,17,0,0
TEL-531902,AST-TRK-1060,2026-09-20,184,92.5,1.25,56.7,28.8,0.0,21,38,0,0
TEL-531903,AST-TRK-1061,2026-09-20,184,93.0,1.22,58.9,28.8,0.0,0,33,0,0
TEL-531904,AST-SIG-1062,2026-09-20,184,98.0,1.95,52.8,28.8,0.0,16,0,0,0
TEL-531905,AST-PNT-1063,2026-09-20,184,95.1,2.23,49.8,28.8,0.0,13,18,0,0
TEL-531906,AST-OHE-1064,2026-09-20,184,92.7,8.6,30.1,28.8,0.0,6,21,0,0
TEL-531907,AST-TRK-1065,2026-09-20,184,93.8,1.0,31.7,28.8,0.0,9,21,0,0
TEL-531908,AST-TRK-1066,2026-09-20,184,92.1,1.29,45.3,28.8,0.0,9,43,0,0
TEL-531909,AST-TRK-1067,2026-09-20,184,91.9,1.26,31.2,28.8,0.0,22,40,0,0
TEL-531910,AST-TRK-1068,2026-09-20,184,93.0,1.09,42.0,28.8,0.0,8,32,0,0
TEL-531911,AST-TRK-1069,2026-09-20,184,92.8,1.12,50.3,28.8,0.0,22,33,0,1
TEL-531912,AST-TRK-1070,2026-09-20,184,94.6,0.93,45.3,28.8,0.0,7,9,0,1
TEL-531913,AST-TRK-1071,2026-09-20,184,92.8,1.23,61.7,28.8,0.0,7,29,0,0
TEL-531914,AST-SIG-1072,2026-09-20,184,91.2,1.03,29.3,28.8,0.0,9,38,0,0
TEL-531915,AST-PNT-1073,2026-09-20,184,95.3,2.22,46.3,28.8,0.0,1,21,0,0
TEL-531916,AST-OHE-1074,2026-09-20,184,92.2,9.2,55.9,28.8,0.0,14,15,0,0
TEL-531917,AST-TRK-1075,2026-09-20,184,91.6,1.44,31.6,28.8,0.0,23,39,0,0
TEL-531918,AST-TRK-1076,2026-09-20,184,94.7,0.84,29.3,28.8,0.0,3,14,0,0
TEL-531919,AST-TRK-1077,2026-09-20,184,91.7,1.34,33.0,28.8,0.0,22,36,0,0
TEL-531920,AST-TRK-1078,2026-09-20,184,94.8,0.86,27.8,28.8,0.0,19,5,0,0
TEL-531921,AST-TRK-1079,2026-09-20,184,94.5,0.91,59.2,28.8,0.0,7,15,0,0
TEL-531922,AST-TRK-1080,2026-09-20,184,92.7,1.12,25.2,28.8,0.0,8,26,0,0
TEL-531923,AST-TRK-1081,2026-09-20,184,92.4,1.23,53.8,28.8,0.0,18,31,0,0
TEL-531924,AST-TRK-1082,2026-09-20,184,92.1,1.32,31.1,28.8,0.0,15,40,0,0
TEL-531925,AST-TRK-1083,2026-09-20,184,95.1,0.78,30.9,28.8,0.0,13,8,0,0
TEL-531926,AST-SIG-1084,2026-09-20,184,95.5,0.53,63.7,28.8,0.0,14,11,0,0
TEL-531927,AST-PNT-1085,2026-09-20,184,89.6,2.49,41.3,28.8,0.0,6,45,0,0
TEL-531928,AST-OHE-1086,2026-09-20,184,92.8,8.5,60.1,28.8,0.0,31,28,0,0
TEL-531929,AST-TRK-1087,2026-09-20,184,92.9,1.15,49.4,28.8,0.0,14,22,0,0
TEL-531930,AST-TRK-1088,2026-09-20,184,92.9,1.23,47.9,28.8,0.0,10,30,0,0
TEL-531931,AST-TRK-1089,2026-09-20,184,93.4,1.12,29.5,28.8,0.0,19,23,0,0
TEL-531932,AST-TRK-1090,2026-09-20,184,93.2,1.05,51.6,28.8,0.0,20,22,0,0
TEL-531933,AST-TRK-1091,2026-09-20,184,91.8,1.38,35.7,28.8,0.0,20,39,0,0
TEL-531934,AST-TRK-1092,2026-09-20,184,93.3,1.02,44.0,28.8,0.0,11,23,0,0
TEL-531935,AST-TRK-1093,2026-09-20,184,94.6,0.81,57.6,28.8,0.0,7,14,0,0
TEL-531936,AST-TRK-1094,2026-09-20,184,92.7,1.25,28.8,28.8,0.0,11,31,0,0
TEL-531937,AST-TRK-1095,2026-09-20,184,90.9,1.54,53.4,28.8,0.0,13,45,0,1
TEL-531938,AST-SIG-1096,2026-09-20,184,90.5,1.12,40.9,28.8,0.0,14,19,0,0
TEL-531939,AST-PNT-1097,2026-09-20,184,93.0,2.33,45.3,28.8,0.0,22,29,0,0
TEL-531940,AST-OHE-1098,2026-09-20,184,90.2,11.5,29.2,28.8,0.0,18,44,0,0
TEL-531941,AST-TRK-1099,2026-09-20,184,93.8,1.05,47.2,28.8,0.0,21,17,0,0
TEL-531942,AST-TRK-1100,2026-09-20,184,94.0,1.03,41.0,28.8,0.0,18,23,0,0
TEL-531943,AST-TRK-1101,2026-09-20,184,94.1,1.02,33.6,28.8,0.0,17,24,0,0
TEL-531944,AST-TRK-1102,2026-09-20,184,93.7,1.01,39.9,28.8,0.0,29,18,0,0
TEL-531945,AST-TRK-1103,2026-09-20,184,94.9,0.8,37.2,28.8,0.0,26,12,0,0
TEL-531946,AST-TRK-1104,2026-09-20,184,95.3,0.72,61.1,28.8,0.0,1,3,0,0
TEL-531947,AST-TRK-1105,2026-09-20,184,91.9,1.29,26.2,28.8,0.0,11,36,0,0
TEL-531948,AST-TRK-1106,2026-09-20,184,93.0,1.09,30.8,28.8,0.0,26,23,0,0
TEL-531949,AST-TRK-1107,2026-09-20,184,93.8,0.91,31.8,28.8,0.0,25,17,0,0
TEL-531950,AST-TRK-1108,2026-09-20,184,93.6,1.04,31.6,28.8,0.0,18,18,0,0
TEL-531951,AST-TRK-1109,2026-09-20,184,93.4,1.08,61.6,28.8,0.0,26,23,0,0
TEL-531952,AST-TRK-1110,2026-09-20,184,92.5,1.18,64.6,28.8,0.0,12,21,0,0
TEL-531953,AST-TRK-1111,2026-09-20,184,93.3,1.17,60.0,28.8,0.0,18,32,0,0
TEL-531954,AST-SIG-1112,2026-09-20,184,85.4,1.72,57.4,28.8,0.0,27,11,0,0
TEL-531955,AST-PNT-1113,2026-09-20,184,94.1,2.28,53.6,28.8,0.0,20,21,0,0
TEL-531956,AST-OHE-1114,2026-09-20,184,93.2,8.0,33.4,28.8,0.0,20,7,0,0
TEL-531957,AST-TRK-1115,2026-09-20,184,93.2,1.06,40.4,28.8,0.0,6,24,0,0
TEL-531958,AST-TRK-1116,2026-09-20,184,91.9,1.41,39.2,28.8,0.0,8,39,0,0
TEL-531959,AST-TRK-1117,2026-09-20,184,91.4,1.36,49.6,28.8,0.0,9,45,0,0
TEL-531960,AST-TRK-1118,2026-09-20,184,93.4,1.14,27.3,28.8,0.0,10,28,0,0
TEL-531961,AST-TRK-1119,2026-09-20,184,94.6,0.85,26.5,28.8,0.0,4,16,0,0
TEL-531962,AST-TRK-1120,2026-09-20,184,93.3,1.17,36.3,28.8,0.0,4,23,0,0
TEL-531963,AST-TRK-1121,2026-09-20,184,93.5,1.12,51.4,28.8,0.0,23,25,0,0
TEL-531964,AST-TRK-1122,2026-09-20,184,94.0,1.06,61.7,28.8,0.0,23,21,0,0
TEL-531965,AST-TRK-1123,2026-09-20,184,93.9,0.91,30.1,28.8,0.0,8,15,0,0
TEL-531966,AST-TRK-1124,2026-09-20,184,94.3,1.0,42.0,28.8,0.0,14,16,0,0
TEL-531967,AST-TRK-1125,2026-09-20,184,93.1,1.21,30.2,28.8,0.0,11,31,0,0
TEL-531968,AST-TRK-1126,2026-09-20,184,94.7,0.76,36.6,28.8,0.0,23,12,0,0
TEL-531969,AST-TRK-1127,2026-09-20,184,93.8,1.04,55.4,28.8,0.0,18,17,0,1
TEL-531970,AST-SIG-1128,2026-09-20,184,90.1,1.17,28.8,28.8,0.0,23,24,0,0
TEL-531971,AST-PNT-1129,2026-09-20,184,92.6,2.35,57.0,28.8,0.0,12,34,0,0
TEL-531972,AST-OHE-1130,2026-09-20,184,93.7,7.4,46.1,28.8,0.0,26,17,0,0
TEL-531973,AST-TRK-1131,2026-09-20,184,94.3,0.92,51.0,28.8,0.0,16,15,0,0
TEL-531974,AST-TRK-1132,2026-09-20,184,92.3,1.25,35.3,28.8,0.0,20,40,0,0
TEL-531975,AST-TRK-1133,2026-09-20,184,94.0,1.01,62.6,28.8,0.0,14,16,0,0
TEL-531976,AST-TRK-1134,2026-09-20,184,91.5,1.42,32.1,28.8,0.0,24,35,0,0
TEL-531977,AST-TRK-1135,2026-09-20,184,94.3,0.92,32.0,28.8,0.0,16,11,0,0
TEL-531978,AST-TRK-1136,2026-09-20,184,93.0,1.16,45.3,28.8,0.0,7,32,0,0
TEL-531979,AST-TRK-1137,2026-09-20,184,94.1,1.01,39.8,28.8,0.0,26,22,0,0
TEL-531980,AST-TRK-1138,2026-09-20,184,93.8,0.96,62.2,28.8,0.0,19,19,0,0
TEL-531981,AST-TRK-1139,2026-09-20,184,93.4,1.11,25.8,28.8,0.0,21,21,0,0
TEL-531982,AST-TRK-1140,2026-09-20,184,93.3,1.03,38.1,28.8,0.0,26,19,0,0
TEL-531983,AST-TRK-1141,2026-09-20,184,93.6,1.06,28.8,28.8,0.0,26,18,0,0
TEL-531984,AST-TRK-1142,2026-09-20,184,93.3,1.03,43.4,28.8,0.0,26,23,0,0
TEL-531985,AST-TRK-1143,2026-09-20,184,94.7,0.88,30.8,28.8,0.0,22,12,0,0
TEL-531986,AST-TRK-1144,2026-09-20,184,91.2,1.39,28.1,28.8,0.0,15,38,0,0
TEL-531987,AST-TRK-1145,2026-09-20,184,92.3,1.25,54.3,28.8,0.0,6,30,0,0
TEL-531988,AST-TRK-1146,2026-09-20,184,93.7,1.07,38.9,28.8,0.0,2,26,0,0
TEL-531989,AST-TRK-1147,2026-09-20,184,95.2,0.8,25.2,28.8,0.0,19,5,0,0
TEL-531990,AST-TRK-1148,2026-09-20,184,93.9,0.94,53.2,28.8,0.0,24,14,0,0
TEL-531991,AST-TRK-1149,2026-09-20,184,94.0,1.01,58.5,28.8,0.0,8,20,0,1
TEL-531992,AST-SIG-1150,2026-09-20,184,84.3,1.85,41.4,28.8,0.0,31,30,0,0
TEL-531993,AST-PNT-1151,2026-09-20,184,94.5,2.26,43.3,28.8,0.0,16,20,0,0
TEL-531994,AST-OHE-1152,2026-09-20,184,94.1,6.9,28.9,28.8,0.0,2,14,0,0
TEL-531995,AST-TRK-1153,2026-09-20,184,92.7,1.21,39.9,28.8,0.0,11,29,0,1
TEL-531996,AST-TRK-1154,2026-09-20,184,91.9,1.34,36.9,28.8,0.0,8,41,0,0
TEL-531997,AST-TRK-1155,2026-09-20,184,92.3,1.26,45.0,28.8,0.0,17,38,0,0
TEL-531998,AST-TRK-1156,2026-09-20,184,93.2,1.19,53.7,28.8,0.0,18,24,0,0
TEL-531999,AST-TRK-1157,2026-09-20,184,94.3,0.99,27.4,28.8,0.0,16,18,0,0
TEL-532000,AST-TRK-1158,2026-09-20,184,92.6,1.18,52.7,28.8,0.0,9,29,0,0
TEL-532001,AST-TRK-1159,2026-09-20,184,91.6,1.38,58.4,28.8,0.0,20,36,0,1
TEL-532002,AST-TRK-1160,2026-09-20,184,93.6,0.99,39.7,28.8,0.0,15,19,0,0
TEL-532003,AST-TRK-1161,2026-09-20,184,92.4,1.2,58.2,28.8,0.0,11,29,0,0
TEL-532004,AST-TRK-1162,2026-09-20,184,91.8,1.31,42.9,28.8,0.0,18,32,0,0
TEL-532005,AST-TRK-1163,2026-09-20,184,93.4,1.14,53.1,28.8,0.0,17,22,0,0
TEL-532006,AST-TRK-1164,2026-09-20,184,94.7,0.8,43.5,28.8,0.0,10,8,0,0
TEL-532007,AST-TRK-1165,2026-09-20,184,93.5,1.09,52.8,28.8,0.0,7,26,0,0
TEL-532008,AST-TRK-1166,2026-09-20,184,94.1,0.99,43.0,28.8,0.0,16,24,0,0
TEL-532009,AST-TRK-1167,2026-09-20,184,95.5,0.69,49.4,28.8,0.0,14,3,0,0
TEL-532010,AST-TRK-1168,2026-09-20,184,93.0,1.11,39.9,28.8,0.0,6,35,0,0
TEL-532011,AST-TRK-1169,2026-09-20,184,93.8,1.08,36.9,28.8,0.0,30,29,0,0
TEL-532012,AST-TRK-1170,2026-09-20,184,94.5,0.89,53.5,28.8,0.0,9,10,0,0
TEL-532013,AST-TRK-1171,2026-09-20,184,93.6,1.03,26.0,28.8,0.0,15,20,0,0
TEL-532014,AST-SIG-1172,2026-09-20,184,89.9,1.19,55.0,28.8,0.0,15,38,0,0
TEL-532015,AST-PNT-1173,2026-09-20,184,92.6,2.35,46.0,28.8,0.0,12,34,0,0
TEL-532016,AST-OHE-1174,2026-09-20,184,92.0,9.4,27.6,28.8,0.0,2,36,0,0
TEL-532017,AST-TRK-1001,2026-09-21,185,93.1,1.05,45.4,30.5,0.0,18,20,0,0
TEL-532018,AST-TRK-1002,2026-09-21,185,94.1,0.94,63.9,30.5,0.0,24,15,0,0
TEL-532019,AST-SIG-1003,2026-09-21,185,84.8,1.79,62.5,30.5,0.0,15,23,0,0
TEL-532020,AST-PNT-1004,2026-09-21,185,90.7,2.44,47.3,30.5,0.0,20,44,0,0
TEL-532021,AST-OHE-1005,2026-09-21,185,91.1,10.5,33.2,30.5,0.0,0,35,0,0
TEL-532022,AST-TRK-1006,2026-09-21,185,95.0,0.8,25.5,30.5,0.0,30,13,0,0
TEL-532023,AST-TRK-1007,2026-09-21,185,93.1,1.19,56.8,30.5,0.0,17,35,0,0
TEL-532024,AST-SIG-1008,2026-09-21,185,89.4,1.25,52.4,30.5,0.0,25,34,0,0
TEL-532025,AST-PNT-1009,2026-09-21,185,93.8,2.29,45.2,30.5,0.0,9,26,0,0
TEL-532026,AST-OHE-1010,2026-09-21,185,92.6,8.7,63.0,30.5,0.0,13,35,0,0
TEL-532027,AST-TRK-1011,2026-09-21,185,94.2,0.88,56.9,30.5,0.0,14,12,0,0
TEL-532028,AST-TRK-1012,2026-09-21,185,94.4,0.94,27.4,30.5,0.0,19,8,0,0
TEL-532029,AST-SIG-1013,2026-09-21,185,85.8,1.67,30.5,30.5,0.0,12,21,0,1
TEL-532030,AST-PNT-1014,2026-09-21,185,93.6,2.3,27.2,30.5,0.0,4,23,0,0
TEL-532031,AST-OHE-1015,2026-09-21,185,93.0,8.2,48.9,30.5,0.0,3,18,0,0
TEL-532032,AST-TRK-1016,2026-09-21,185,92.1,1.23,55.7,30.5,0.0,26,40,0,0
TEL-532033,AST-TRK-1017,2026-09-21,185,91.3,1.39,58.2,30.5,0.0,6,39,0,0
TEL-532034,AST-SIG-1018,2026-09-21,185,87.5,1.47,58.5,30.5,0.0,12,39,0,0
TEL-532035,AST-PNT-1019,2026-09-21,185,91.3,2.41,26.0,30.5,0.0,7,41,0,0
TEL-532036,AST-OHE-1020,2026-09-21,185,93.5,7.6,49.8,30.5,0.0,0,13,0,0
TEL-532037,AST-TRK-1021,2026-09-21,185,93.9,1.01,54.6,30.5,0.0,13,19,0,0
TEL-532038,AST-SIG-1022,2026-09-21,185,91.1,1.05,27.1,30.5,0.0,4,25,0,0
TEL-532039,AST-PNT-1023,2026-09-21,185,91.5,2.4,48.9,30.5,0.0,17,37,0,0
TEL-532040,AST-OHE-1024,2026-09-21,185,92.3,9.1,33.7,30.5,0.0,13,33,0,0
TEL-532041,AST-TRK-1025,2026-09-21,185,92.6,1.26,36.5,30.5,0.0,30,30,0,0
TEL-532042,AST-SIG-1026,2026-09-21,185,86.2,1.62,27.3,30.5,0.0,20,29,0,0
TEL-532043,AST-PNT-1027,2026-09-21,185,93.6,2.3,56.1,30.5,0.0,21,26,0,0
TEL-532044,AST-OHE-1028,2026-09-21,185,92.9,8.3,57.9,30.5,0.0,2,14,0,0
TEL-532045,AST-TRK-1029,2026-09-21,185,90.9,1.51,49.8,30.5,0.0,32,42,0,0
TEL-532046,AST-TRK-1030,2026-09-21,185,93.1,1.11,42.3,30.5,0.0,11,25,0,0
TEL-532047,AST-TRK-1031,2026-09-21,185,92.4,1.26,56.2,30.5,0.0,10,35,0,0
TEL-532048,AST-TRK-1032,2026-09-21,185,92.6,1.22,48.6,30.5,0.0,22,35,0,0
TEL-532049,AST-TRK-1033,2026-09-21,185,94.2,0.92,53.8,30.5,0.0,17,10,0,0
TEL-532050,AST-TRK-1034,2026-09-21,185,93.8,1.02,49.4,30.5,0.0,18,14,0,0
TEL-532051,AST-TRK-1035,2026-09-21,185,91.3,1.37,33.9,30.5,0.0,7,39,0,0
TEL-532052,AST-TRK-1036,2026-09-21,185,92.2,1.23,47.7,30.5,0.0,16,31,0,0
TEL-532053,AST-TRK-1037,2026-09-21,185,93.2,1.17,52.6,30.5,0.0,25,39,0,0
TEL-532054,AST-TRK-1038,2026-09-21,185,91.0,1.45,57.1,30.5,0.0,29,43,0,0
TEL-532055,AST-SIG-1039,2026-09-21,185,89.4,1.25,32.2,30.5,0.0,9,29,0,0
TEL-532056,AST-PNT-1040,2026-09-21,185,90.9,2.43,45.1,30.5,0.0,24,43,0,0
TEL-532057,AST-OHE-1041,2026-09-21,185,92.6,8.7,35.1,30.5,0.0,12,26,0,1
TEL-532058,AST-TRK-1042,2026-09-21,185,91.7,1.44,37.5,30.5,0.0,19,48,0,0
TEL-532059,AST-TRK-1043,2026-09-21,185,94.2,1.0,33.0,30.5,0.0,29,19,0,0
TEL-532060,AST-TRK-1044,2026-09-21,185,93.3,1.02,53.3,30.5,0.0,12,19,0,0
TEL-532061,AST-TRK-1045,2026-09-21,185,93.3,1.06,58.1,30.5,0.0,3,25,0,0
TEL-532062,AST-TRK-1046,2026-09-21,185,92.5,1.19,50.3,30.5,0.0,23,40,0,0
TEL-532063,AST-TRK-1047,2026-09-21,185,92.7,1.29,33.1,30.5,0.0,29,41,0,1
TEL-532064,AST-TRK-1048,2026-09-21,185,92.1,1.28,26.6,30.5,0.0,30,34,0,0
TEL-532065,AST-TRK-1049,2026-09-21,185,94.2,0.86,58.9,30.5,0.0,1,8,0,0
TEL-532066,AST-TRK-1050,2026-09-21,185,95.1,0.8,57.3,30.5,0.0,18,9,0,0
TEL-532067,AST-TRK-1051,2026-09-21,185,90.9,1.46,37.9,30.5,0.0,27,53,0,1
TEL-532068,AST-SIG-1052,2026-09-21,185,92.9,0.84,37.5,30.5,0.0,15,33,0,0
TEL-532069,AST-PNT-1053,2026-09-21,185,94.7,2.25,63.8,30.5,0.0,17,22,0,0
TEL-532070,AST-OHE-1054,2026-09-21,185,92.1,9.3,64.2,30.5,0.0,1,38,0,1
TEL-532071,AST-TRK-1055,2026-09-21,185,94.4,0.98,29.8,30.5,0.0,11,25,0,0
TEL-532072,AST-TRK-1056,2026-09-21,185,92.1,1.32,43.5,30.5,0.0,11,37,0,0
TEL-532073,AST-TRK-1057,2026-09-21,185,92.7,1.23,28.4,30.5,0.0,15,30,0,0
TEL-532074,AST-TRK-1058,2026-09-21,185,92.3,1.2,60.0,30.5,0.0,9,35,0,0
TEL-532075,AST-TRK-1059,2026-09-21,185,94.8,0.83,48.9,30.5,0.0,19,18,0,0
TEL-532076,AST-TRK-1060,2026-09-21,185,92.5,1.28,48.3,30.5,0.0,22,39,0,0
TEL-532077,AST-TRK-1061,2026-09-21,185,92.7,1.24,57.8,30.5,0.0,1,34,0,0
TEL-532078,AST-SIG-1062,2026-09-21,185,83.4,1.95,42.1,30.5,0.0,17,1,0,0
TEL-532079,AST-PNT-1063,2026-09-21,185,94.9,2.24,26.6,30.5,0.0,14,19,0,0
TEL-532080,AST-OHE-1064,2026-09-21,185,92.6,8.7,41.7,30.5,0.0,7,22,0,1
TEL-532081,AST-TRK-1065,2026-09-21,185,94.0,1.02,29.0,30.5,0.0,10,22,0,0
TEL-532082,AST-TRK-1066,2026-09-21,185,91.7,1.31,45.6,30.5,0.0,10,44,0,0
TEL-532083,AST-TRK-1067,2026-09-21,185,92.3,1.27,55.1,30.5,0.0,23,41,0,0
TEL-532084,AST-TRK-1068,2026-09-21,185,92.9,1.11,53.4,30.5,0.0,9,33,0,0
TEL-532085,AST-TRK-1069,2026-09-21,185,92.9,1.13,34.8,30.5,0.0,23,34,0,1
TEL-532086,AST-TRK-1070,2026-09-21,185,93.8,0.95,62.1,30.5,0.0,8,10,0,1
TEL-532087,AST-TRK-1071,2026-09-21,185,92.6,1.24,40.7,30.5,0.0,8,30,0,0
TEL-532088,AST-SIG-1072,2026-09-21,185,91.2,1.03,31.7,30.5,0.0,10,39,0,0
TEL-532089,AST-PNT-1073,2026-09-21,185,95.1,2.23,60.2,30.5,0.0,2,22,0,0
TEL-532090,AST-OHE-1074,2026-09-21,185,92.1,9.3,40.2,30.5,0.0,15,16,0,0
TEL-532091,AST-TRK-1075,2026-09-21,185,90.9,1.45,26.4,30.5,0.0,24,40,0,0
TEL-532092,AST-TRK-1076,2026-09-21,185,95.0,0.86,25.7,30.5,0.0,4,15,0,0
TEL-532093,AST-TRK-1077,2026-09-21,185,91.5,1.36,53.4,30.5,0.0,23,37,0,0
TEL-532094,AST-TRK-1078,2026-09-21,185,94.1,0.87,44.6,30.5,0.0,20,6,0,0
TEL-532095,AST-TRK-1079,2026-09-21,185,94.6,0.93,35.6,30.5,0.0,8,16,0,0
TEL-532096,AST-TRK-1080,2026-09-21,185,92.9,1.13,32.4,30.5,0.0,9,27,0,0
TEL-532097,AST-TRK-1081,2026-09-21,185,92.5,1.24,48.7,30.5,0.0,19,32,0,0
TEL-532098,AST-TRK-1082,2026-09-21,185,91.7,1.33,46.3,30.5,0.0,16,41,0,0
TEL-532099,AST-TRK-1083,2026-09-21,185,94.8,0.79,35.9,30.5,0.0,14,9,0,0
TEL-532100,AST-SIG-1084,2026-09-21,185,95.5,0.53,52.9,30.5,0.0,15,12,0,0
TEL-532101,AST-PNT-1085,2026-09-21,185,89.6,2.49,63.2,30.5,0.0,7,46,0,0
TEL-532102,AST-OHE-1086,2026-09-21,185,92.7,8.6,33.6,30.5,0.0,0,29,0,0
TEL-532103,AST-TRK-1087,2026-09-21,185,92.8,1.17,43.3,30.5,0.0,15,23,0,0
TEL-532104,AST-TRK-1088,2026-09-21,185,92.3,1.24,57.7,30.5,0.0,11,31,0,0
TEL-532105,AST-TRK-1089,2026-09-21,185,93.5,1.13,44.8,30.5,0.0,20,24,0,0
TEL-532106,AST-TRK-1090,2026-09-21,185,93.0,1.07,42.3,30.5,0.0,21,23,0,0
TEL-532107,AST-TRK-1091,2026-09-21,185,91.9,1.4,39.6,30.5,0.0,21,40,0,0
TEL-532108,AST-TRK-1092,2026-09-21,185,93.1,1.04,40.0,30.5,0.0,12,24,0,0
TEL-532109,AST-TRK-1093,2026-09-21,185,95.1,0.83,29.1,30.5,0.0,8,15,0,0
TEL-532110,AST-TRK-1094,2026-09-21,185,91.9,1.26,43.9,30.5,0.0,12,32,0,0
TEL-532111,AST-TRK-1095,2026-09-21,185,90.6,1.56,62.5,30.5,0.0,14,46,0,1
TEL-532112,AST-SIG-1096,2026-09-21,185,90.5,1.12,57.1,30.5,0.0,15,20,0,0
TEL-532113,AST-PNT-1097,2026-09-21,185,93.0,2.33,29.9,30.5,0.0,23,30,0,0
TEL-532114,AST-OHE-1098,2026-09-21,185,90.1,11.7,45.1,30.5,0.0,19,45,0,0
TEL-532115,AST-TRK-1099,2026-09-21,185,93.2,1.07,52.1,30.5,0.0,22,18,0,0
TEL-532116,AST-TRK-1100,2026-09-21,185,93.2,1.04,25.9,30.5,0.0,19,24,0,0
TEL-532117,AST-TRK-1101,2026-09-21,185,93.4,1.04,55.4,30.5,0.0,18,25,0,0
TEL-532118,AST-TRK-1102,2026-09-21,185,93.9,1.03,44.1,30.5,0.0,0,19,0,0
TEL-532119,AST-TRK-1103,2026-09-21,185,95.2,0.82,43.7,30.5,0.0,27,13,0,0
TEL-532120,AST-TRK-1104,2026-09-21,185,95.7,0.74,26.8,30.5,0.0,2,4,0,0
TEL-532121,AST-TRK-1105,2026-09-21,185,92.3,1.3,33.2,30.5,0.0,12,37,0,0
TEL-532122,AST-TRK-1106,2026-09-21,185,92.9,1.1,42.4,30.5,0.0,27,24,0,0
TEL-532123,AST-TRK-1107,2026-09-21,185,94.2,0.93,63.4,30.5,0.0,26,18,0,0
TEL-532124,AST-TRK-1108,2026-09-21,185,93.5,1.06,58.9,30.5,0.0,19,19,0,0
TEL-532125,AST-TRK-1109,2026-09-21,185,93.4,1.11,60.6,30.5,0.0,27,24,0,0
TEL-532126,AST-TRK-1110,2026-09-21,185,92.8,1.2,30.6,30.5,0.0,13,22,0,0
TEL-532127,AST-TRK-1111,2026-09-21,185,92.8,1.19,33.4,30.5,0.0,19,33,0,0
TEL-532128,AST-SIG-1112,2026-09-21,185,85.3,1.73,62.1,30.5,0.0,0,12,0,0
TEL-532129,AST-PNT-1113,2026-09-21,185,93.8,2.29,36.7,30.5,0.0,21,22,0,0
TEL-532130,AST-OHE-1114,2026-09-21,185,93.1,8.1,36.6,30.5,0.0,21,8,0,0
TEL-532131,AST-TRK-1115,2026-09-21,185,93.0,1.08,31.4,30.5,0.0,7,25,0,0
TEL-532132,AST-TRK-1116,2026-09-21,185,90.9,1.43,58.8,30.5,0.0,9,40,0,0
TEL-532133,AST-TRK-1117,2026-09-21,185,92.1,1.37,33.8,30.5,0.0,10,46,0,0
TEL-532134,AST-TRK-1118,2026-09-21,185,92.7,1.15,32.3,30.5,0.0,11,29,0,0
TEL-532135,AST-TRK-1119,2026-09-21,185,95.1,0.86,25.2,30.5,0.0,5,17,0,0
TEL-532136,AST-TRK-1120,2026-09-21,185,93.1,1.2,42.0,30.5,0.0,5,24,0,0
TEL-532137,AST-TRK-1121,2026-09-21,185,93.2,1.14,35.4,30.5,0.0,24,26,0,0
TEL-532138,AST-TRK-1122,2026-09-21,185,93.4,1.08,45.4,30.5,0.0,24,22,0,0
TEL-532139,AST-TRK-1123,2026-09-21,185,94.6,0.94,62.3,30.5,0.0,9,16,0,0
TEL-532140,AST-TRK-1124,2026-09-21,185,93.9,1.01,49.7,30.5,0.0,15,17,0,0
TEL-532141,AST-TRK-1125,2026-09-21,185,92.9,1.23,39.8,30.5,0.0,12,32,0,0
TEL-532142,AST-TRK-1126,2026-09-21,185,95.2,0.77,45.7,30.5,0.0,24,13,0,0
TEL-532143,AST-TRK-1127,2026-09-21,185,93.3,1.05,42.8,30.5,0.0,19,18,0,1
TEL-532144,AST-SIG-1128,2026-09-21,185,90.0,1.18,55.8,30.5,0.0,24,25,0,0
TEL-532145,AST-PNT-1129,2026-09-21,185,92.4,2.36,31.0,30.5,0.0,13,35,0,0
TEL-532146,AST-OHE-1130,2026-09-21,185,93.6,7.5,54.6,30.5,0.0,27,18,0,0
TEL-532147,AST-TRK-1131,2026-09-21,185,94.5,0.94,37.6,30.5,0.0,17,16,0,0
TEL-532148,AST-TRK-1132,2026-09-21,185,92.4,1.27,26.4,30.5,0.0,21,41,0,0
TEL-532149,AST-TRK-1133,2026-09-21,185,94.0,1.03,52.3,30.5,0.0,15,17,0,0
TEL-532150,AST-TRK-1134,2026-09-21,185,91.2,1.43,42.6,30.5,0.0,25,36,0,0
TEL-532151,AST-TRK-1135,2026-09-21,185,94.3,0.93,44.2,30.5,0.0,17,12,0,0
TEL-532152,AST-TRK-1136,2026-09-21,185,92.4,1.17,31.9,30.5,0.0,8,33,0,0
TEL-532153,AST-TRK-1137,2026-09-21,185,93.7,1.02,42.3,30.5,0.0,27,23,0,0
TEL-532154,AST-TRK-1138,2026-09-21,185,93.9,0.98,46.9,30.5,0.0,20,20,0,0
TEL-532155,AST-TRK-1139,2026-09-21,185,93.0,1.12,34.7,30.5,0.0,22,22,0,0
TEL-532156,AST-TRK-1140,2026-09-21,185,94.0,1.05,34.9,30.5,0.0,27,20,0,0
